store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
6000626258366513911,0,0,0,10871.527105149997,10871.527105149997,10871.527105149997
1934295012681375340,11031.696648600004,22063.39329719999,0,0,0,0
4962358553945901770,12243.764922933336,24487.529845866695,0,0,0,0
9193559216574172446,11817.202615983335,23634.405231966666,0,0,0,0
7926931676687092909,5952.397205483334,11904.794410966664,0,0,0,0
3565693948019711300,13117.816982383334,26235.633964766654,0,0,0,0
1383578439551710799,12736.056332966664,25472.112665933324,0,2541.333188366667,2541.333188366667,2541.333188366667
7776801514628453420,0,0,0,11276.72648476667,11276.72648476667,11276.72648476667
2579700216834147511,14436.304116866664,28872.608233733325,0,0,0,0
1597056860089064037,7567.1322006499995,15134.264401300006,0,0,0,0
6639563428473322797,0,0,0,0,0,0
4778447592265310533,8771.875009116666,17543.75001823333,0,0,0,0
909957015272770749,4668.573166266668,9337.146332533326,0,0,0,0
6280489074555181325,12579.939673583336,25159.879347166647,0,0,0,0
3923887201985152467,0,0,0,0,0,0
4359751034607356721,0,0,0,0,0,0
3390991261976432945,0,0,0,0,0,0
2452717985654794252,0,0,0,0,0,0
1657914466179881241,14500.683476749999,29001.366953499964,0,60.87369955,60.87369955,60.87369955
6628286648989104666,0,0,0,0,0,0
4622405964186936660,13224.022521099998,26448.045042200003,0,0,0,0
1451852806427843383,6038.325561416667,12076.651122833337,0,0,0,0
3427002151937314033,1319.6269478333334,2639.2538956666667,0,9596.2656665,9596.2656665,9596.2656665
4156594007116873228,10651.327586533338,21302.65517306665,0,0,0,0
4381541301499947191,355.8355630166667,711.6711260333334,0,5938.913770350002,5938.913770350002,5938.913770350002
2977721090210389673,0,0,0,8944.052357999999,8944.052357999999,8944.052357999999
4509156346594838201,0,0,0,0,0,0
2971907660762532656,12319.331897999999,24638.663796000004,0,0,0,0
1053878807136352286,8065.879029300001,16131.7580586,0,0,0,0
3807881142261750526,13829.824203433338,27659.64840686667,0,0,0,0
2975973623605520096,9368.787730749998,18737.5754615,0,0,0,0
1527325327941600342,9533.335378816666,19066.67075763333,0,0,0,0
243398378211753725,2780.3769641999997,5560.7539283999995,0,0,0,0
867166019577424747,13262.92455225,26525.849104500005,0,0,0,0
2760286954159658104,1618.7403541666667,3237.4807083333335,0,10093.558224033331,10093.558224033331,10093.558224033331
812953288352668843,10731.437310133337,21462.87462026667,0,0,0,0
7636547123562265870,0,0,0,0,0,0
3381961500543939078,1518.6792056666666,3037.358411333333,0,9990.840654283335,9990.840654283335,9990.840654283335
9107083553419565446,9899.629815033333,19799.259630066666,0,0,0,0
4880470353952398556,1789.4022615333333,3578.804523066666,0,11098.580636666666,11098.580636666666,11098.580636666666
8179036963239677055,0,0,0,6099.105790299999,6099.105790299999,6099.105790299999
2956165284031707558,962.5543001166666,1925.1086002333332,0,9465.178924533331,9465.178924533331,9465.178924533331
196776374386234036,0,0,0,0,0,0
5254899478247975422,0,0,0,0,0,0
507804319554376363,10177.465252483336,20354.930504966673,0,4597.311783166666,4597.311783166666,4597.311783166666
9003757075103709149,9546.970447533335,19093.940895066673,0,0,0,0
4272645427209802326,12233.152419099999,24466.30483819999,0,0,0,0
369705856006876454,0,0,0,0,0,0
6904451936763091740,3594.9152531,7189.830506200002,0,0,0,0
6981065511606584176,9123.371929416666,18246.743858833346,0,0,0,0
6090846096572391325,0,0,0,0,0,0
4419000960163896692,0,0,0,0,0,0
1016340945788417334,8567.433366000001,17134.866732000006,0,0,0,0
8799724843945321517,12643.401011799999,25286.80202360001,0,0,0,0
3440150023152763801,10187.095211333331,20374.190422666663,0,0,0,0
9047496805839560542,13872.086694416668,27744.173388833333,0,0,0,0
2582588152130507751,119.18886043333333,238.37772086666666,0,4075.721224166666,4075.721224166666,4075.721224166666
7891666264586996779,13893.524955650008,27787.049911300004,0,0,0,0
7163819843034241474,0,0,0,0,0,0
6552092111021254007,0,0,0,0,0,0
5257304808405339387,352.3046121333333,704.6092242666666,0,11378.46906535,11378.46906535,11378.46906535
5422282810288691155,9203.668727733335,18407.33745546666,0,0,0,0
5524798464292066453,8772.192734649996,17544.385469300003,0,0,0,0
6724364629492641548,11843.998579233334,23687.997158466682,0,0,0,0
3211897325379988187,6548.258744533332,13096.51748906668,0,0,0,0
7212727908964340554,16618.2649046,33236.5298092,0,59.85452986666667,59.85452986666667,59.85452986666667
311438101364271303,3760.6184703666677,7521.236940733333,0,0,0,0
6863681403703945044,5901.979549650003,11803.959099299998,0,0,0,0
706207080014126607,355.23406508333335,710.4681301666667,0,9175.425458666667,9175.425458666667,9175.425458666667
2097768219460516447,14389.136047083335,28778.272094166692,0,0,0,0
8161112347041146816,9351.569634316664,18703.139268633327,0,0,0,0
6690780668410990461,0,0,0,0,0,0
646362280082560625,9409.63234875,18819.26469749999,0,0,0,0
3706398117068843884,2001.6891263833334,4003.3782527666663,0,2192.2271045166663,2192.2271045166663,2192.2271045166663
676593070170532499,14170.146561083331,28340.293122166655,0,0,0,0
3489386427079348307,1767.5701140166668,3535.1402280333327,0,0,0,0
8800535190156024163,13707.5872765,27415.174552999986,0,0,0,0
6785999827650253725,11473.654316716671,22947.30863343332,0,0,0,0
868027109837050787,14557.976614800004,29115.95322959999,0,0,0,0
4481699568389381844,0,0,0,0,0,0
2680918734581318636,12033.185501883336,24066.37100376667,0,0,0,0
8605798579922859716,11004.861997866665,22009.723995733333,0,0,0,0
7446002984789898797,0,0,0,0,0,0
8050005126287642865,7414.000713249997,14828.001426500005,0,9531.250542500004,9531.250542500004,9531.250542500004
2993420808662968179,0,0,0,10952.725545416666,10952.725545416666,10952.725545416666
6649703386797858128,11753.176207866672,23506.352415733323,0,0,0,0
1452761646317413294,14425.044313733333,28850.088627466677,0,0,0,0
4497227462577191190,13601.328237600002,27202.656475199994,0,0,0,0
6955478519796769965,9151.900671749998,18303.801343500003,0,0,0,0
546577610472588704,0,0,0,0,0,0
7341706961784864280,0,0,0,0,0,0
4860014083901923751,0,0,0,0,0,0
4153928174472476935,0,0,0,0,0,0
7565100034874238272,14377.269105616668,28754.53821123332,0,0,0,0
6422315512493867587,12560.520860733324,25121.04172146667,0,0,0,0
1536282942522530181,0,0,0,10726.85502053333,10726.85502053333,10726.85502053333
6419613197429529338,14693.250447800006,29386.500895599987,0,0,0,0
2803214099910329288,0,0,0,0,0,0
2891982305125898036,0,0,0,0,0,0
5474353426945476372,13291.55924245,26583.118484899995,0,0,0,0
363904306866663453,7712.5747726166655,15425.149545233338,0,2850.6602639666667,2850.6602639666667,2850.6602639666667
8228707150581991268,6571.029891716667,13142.059783433335,0,0,0,0
1702001206730646744,0,0,0,12715.7454847,12715.7454847,12715.7454847
1453363397560887447,9731.0727258,19462.1454516,0,3764.3139219999994,3764.3139219999994,3764.3139219999994
9048132687484727281,0,0,0,11504.065754416672,11504.065754416672,11504.065754416672
